trip_id,ambulance_id,start_time,distance_km,expected_duration_min,time_of_day,congestion_level,avg_speed_kmph,weather_condition,weather_severity,visibility_m,speed_drop_rate,delay_minutes,delay_cause,actual_duration_min,active_trip_time_min,availability_time_min
T2325,A40,03-09-2025 02:06,10.31,15.47,Morning Peak,High,41.74,Clear,0,815,0.4322,4.49,Traffic,19.96,11.78,17.34
T2326,A28,07-09-2025 13:09,25.61,38.41,Night,Medium,38.59,Fog,2,212,0.0754,15.83,Weather,54.24,17.99,37.43
T2327,A32,04-09-2025 08:51,8.42,12.63,Evening Peak,High,18.37,Fog,2,276,1.4383,7.38,Incident,20.01,8.05,15.25
T2328,A17,11-09-2025 03:06,18.73,28.09,Evening Peak,High,25.16,Rain,1,661,0.2652,5.59,Traffic,33.68,16.59,22.8
T2329,A49,11-09-2025 22:57,13.76,20.64,Morning Peak,Medium,11.45,Storm,3,163,1.1715,10.68,Incident,31.32,6.34,29.01
T2330,A45,14-09-2025 03:26,12.74,19.11,Evening Peak,High,26.02,Fog,2,282,0.8786,8.6,Incident,27.71,16.64,15.17
T2331,A5,03-09-2025 23:49,25.4,38.1,Morning Peak,High,14.97,Fog,2,350,0.6441,15.43,Incident,53.53,6.7,53.92
T2332,A42,25-09-2025 06:59,20.41,30.61,Evening Peak,High,17.52,Rain,1,656,0.7145,14.46,Incident,45.07,37.35,12.03
T2333,A39,10-09-2025 23:07,18.89,28.34,Night,Low,44.67,Clear,0,1034,0,0.43,No Delay,28.77,20.63,16.33
T2334,A42,13-09-2025 15:07,20.58,30.87,Afternoon,Low,46.87,Clear,0,795,0,-0.27,No Delay,30.6,15.12,22.18
T2335,A2,07-09-2025 02:59,16.25,24.38,Morning Peak,Medium,17.16,Rain,1,485,0.2597,5.91,Traffic,30.29,16.46,20.63
T2336,A14,28-09-2025 18:50,21.84,32.76,Afternoon,High,16.4,Storm,3,126,1.0889,12.63,Incident,45.39,15.5,34.32
T2337,A29,10-09-2025 21:33,18.1,27.15,Morning Peak,Medium,25.78,Rain,1,637,0.3717,5.05,Traffic,32.2,4.66,31.81
T2338,A49,16-09-2025 22:44,23.37,35.05,Afternoon,High,15.84,Fog,2,343,1.2447,17.09,Incident,52.14,45.41,12.43
T2339,A44,26-09-2025 00:10,29.44,44.16,Afternoon,High,27.12,Clear,0,884,0.0006,10.16,Traffic,54.32,8.73,45.94
T2340,A41,21-09-2025 02:04,19.48,29.22,Morning Peak,High,21.89,Clear,0,955,0.4692,13.66,Incident,42.88,33.32,15.07
T2341,A25,30-09-2025 19:59,13.63,20.45,Morning Peak,Low,32.25,Fog,2,315,0.1348,2.72,Weather,23.17,9.65,17.94
T2342,A11,10-09-2025 18:39,22.37,33.55,Morning Peak,Low,44.18,Storm,3,214,0.3637,4.75,Weather,38.3,28.72,12.99
T2343,A18,26-09-2025 02:18,27.31,40.96,Afternoon,Low,53.19,Clear,0,877,0.0293,2.38,No Delay,43.34,34.88,16.72
T2344,A37,02-09-2025 07:35,14.42,21.63,Afternoon,High,33.6,Clear,0,839,0.2581,6.92,Traffic,28.55,21.98,9.48
T2345,A18,16-09-2025 12:05,11.2,16.8,Night,Medium,26.16,Storm,3,283,0.9402,10.35,Incident,27.15,4.51,30.43
T2346,A21,06-09-2025 18:54,4.57,6.86,Morning Peak,High,35.52,Rain,1,594,0.2497,1.61,Traffic,8.47,4.58,8.98
T2347,A16,20-09-2025 15:14,16.38,24.57,Morning Peak,Medium,31.41,Storm,3,259,0.1305,5.9,Weather,30.47,17.11,19.35
T2348,A21,09-09-2025 02:18,24.77,37.16,Evening Peak,High,16.4,Clear,0,1046,1.1046,15.04,Incident,52.2,14.64,46.59
T2349,A8,28-09-2025 20:28,10.8,16.2,Evening Peak,High,18.21,Fog,2,170,0.2708,7.1,Traffic,23.3,18.19,7.79
T2350,A32,03-09-2025 08:52,16.13,24.2,Evening Peak,High,17.85,Storm,3,213,0.851,8.35,Incident,32.55,12.14,28.58
T2351,A47,21-09-2025 15:00,2.4,3.6,Night,Low,50.28,Clear,0,921,0.0721,0.21,No Delay,3.81,1.36,6.41
T2352,A46,28-09-2025 22:24,6.39,9.59,Evening Peak,High,8.84,Storm,3,255,1.4039,4.44,Incident,14.03,11.25,8.72
T2353,A41,10-09-2025 04:03,2.57,3.85,Morning Peak,High,31.34,Clear,0,831,0.2952,1.42,Traffic,5.27,2.11,9.3
T2354,A28,29-09-2025 14:06,5.21,7.82,Afternoon,Medium,47.4,Clear,0,823,0.2177,-0.06,No Delay,7.76,2.28,9.21
T2355,A39,04-09-2025 05:01,24.04,36.06,Evening Peak,High,12.77,Clear,0,915,0.6889,21.27,Incident,57.33,14.35,49.75
T2356,A49,30-09-2025 17:28,18.8,28.2,Evening Peak,Medium,39.33,Rain,1,664,0.2909,9.71,Traffic,37.91,29.29,13.39
T2357,A32,23-09-2025 11:47,17.17,25.76,Afternoon,Medium,17.25,Fog,2,212,0.642,16.4,Incident,42.16,35.99,8.46
T2358,A42,20-09-2025 13:50,27.04,40.56,Afternoon,High,7.73,Fog,2,197,0.9977,23.01,Incident,63.57,26.33,43.96
T2359,A44,19-09-2025 17:10,25.39,38.09,Night,Low,35.08,Storm,3,192,0.5199,7.74,Weather,45.83,22.8,29.28
T2360,A8,01-09-2025 05:10,26.46,39.69,Morning Peak,High,37.73,Clear,0,1027,0.2627,10.43,Traffic,50.12,19.95,33.38
T2361,A30,05-09-2025 14:04,28.95,43.42,Afternoon,Low,41.22,Fog,2,221,0.1934,16.9,Weather,60.32,37.55,30.64
T2362,A39,04-09-2025 08:04,18.02,27.03,Morning Peak,Medium,29.26,Clear,0,996,0.1438,11.06,Traffic,38.09,5.42,37.44
T2363,A36,26-09-2025 00:40,12.88,19.32,Night,Low,50.06,Clear,0,1057,0.106,0.69,No Delay,20.01,4.45,22.66
T2364,A22,03-09-2025 13:18,16.11,24.16,Afternoon,High,29.07,Fog,2,187,0.2339,2.47,Weather,26.63,16.67,13.26
T2365,A1,19-09-2025 22:47,21.51,32.27,Morning Peak,High,26.99,Clear,0,858,0.0951,7.34,Traffic,39.61,31.27,15.7
T2366,A50,16-09-2025 04:56,12.44,18.66,Night,Low,45.72,Clear,0,978,0,-0.59,No Delay,18.07,3.02,23.35
T2367,A24,30-09-2025 16:39,28.34,42.51,Afternoon,Low,45.03,Clear,0,794,0,1.89,No Delay,44.4,10.87,36.73
T2368,A23,09-09-2025 12:41,23.98,35.97,Night,Low,41.96,Clear,0,883,0.114,1.95,Weather,37.92,2.17,43.45
T2369,A29,11-09-2025 04:29,5.29,7.94,Morning Peak,High,33.36,Clear,0,980,0.1981,1.95,Traffic,9.89,5.75,5.69
T2370,A42,08-09-2025 07:40,9.21,13.82,Night,Low,60,Clear,0,875,0.1175,-0.28,No Delay,13.54,8.26,9.54
T2371,A46,04-09-2025 11:44,2.8,4.2,Night,Low,54.38,Clear,0,810,0,0.14,No Delay,4.34,3.73,4.7
T2372,A6,18-09-2025 09:25,29.54,44.31,Morning Peak,Low,53.41,Clear,0,860,0.0233,2.53,No Delay,46.84,1.77,45.54
T2373,A31,05-09-2025 05:53,14.83,22.25,Evening Peak,High,20.58,Fog,2,333,1.0571,9.17,Incident,31.42,12.82,25.06
T2374,A45,25-09-2025 12:21,2.91,4.37,Afternoon,Low,21.95,Fog,2,241,0.1979,1.22,Weather,5.59,2.73,8.89
T2375,A16,07-09-2025 00:09,14.95,22.42,Evening Peak,Medium,33.41,Clear,0,973,0.2132,11.2,Traffic,33.62,0.84,39.07
T2376,A2,28-09-2025 21:07,28.42,42.63,Evening Peak,Medium,19.2,Rain,1,646,0.731,16.6,Incident,59.23,24.31,37.96
T2377,A25,30-09-2025 15:19,26.93,40.4,Afternoon,Low,57.88,Clear,0,971,0.0657,-1.61,No Delay,38.79,4.69,39.48
T2378,A43,28-09-2025 06:03,5.7,8.55,Night,Low,25.33,Storm,3,131,0.2862,2.65,Weather,11.2,9.78,3.75
T2379,A42,30-09-2025 00:52,22.9,34.35,Morning Peak,Medium,31.19,Clear,0,906,0.1068,8.93,Traffic,43.28,14.2,34.63
T2380,A26,12-09-2025 02:27,24.23,36.34,Afternoon,High,42.17,Fog,2,239,0.4872,9.39,Weather,45.73,14.18,33.96
T2381,A16,08-09-2025 04:14,27.87,41.8,Morning Peak,High,14.28,Rain,1,641,0.7897,20.77,Traffic,62.57,9.74,59.43
T2382,A47,04-09-2025 05:13,25.01,37.52,Night,Low,36.66,Clear,0,883,0.1767,2.02,No Delay,39.54,30.27,15.43
T2383,A8,14-09-2025 01:06,10.97,16.45,Afternoon,High,34.91,Fog,2,223,0.2891,6.88,Weather,23.33,0.04,27.3
T2384,A41,20-09-2025 05:32,23.24,34.86,Night,Medium,19.43,Storm,3,251,0.4176,9.17,Weather,44.03,30.72,16.72
T2385,A45,30-09-2025 20:06,13.16,19.74,Afternoon,High,22.11,Clear,0,802,0.2393,4.65,Traffic,24.39,13.15,19.11
T2386,A31,04-09-2025 23:30,25,37.5,Night,Low,44.06,Clear,0,819,0.0913,1.29,No Delay,38.79,26.3,15.99
T2387,A49,23-09-2025 09:38,23.02,34.53,Morning Peak,Low,50.05,Clear,0,926,0.0926,-1.36,No Delay,33.17,25.3,11.56
T2388,A12,06-09-2025 13:20,15.89,23.84,Evening Peak,Low,58.18,Clear,0,961,0,-0.02,No Delay,23.82,5.36,23.49
T2389,A15,16-09-2025 21:23,13.29,19.93,Night,High,22.73,Rain,1,480,0.355,2.53,Weather,22.46,10.72,17.66
T2390,A44,03-09-2025 14:30,17.58,26.37,Morning Peak,High,28.15,Rain,1,427,0.2025,4.89,Traffic,31.26,7.71,26.55
T2391,A27,06-09-2025 01:26,7.35,11.03,Afternoon,High,38.77,Clear,0,927,0.3362,3.55,Traffic,14.58,12.35,8.62
T2392,A26,23-09-2025 19:13,21.21,31.82,Night,High,25.89,Fog,2,337,0.7173,17.37,Incident,49.19,38.64,13.5
T2393,A20,19-09-2025 08:29,3.26,4.89,Evening Peak,High,27.49,Clear,0,931,0.0811,2.42,Traffic,7.31,5.79,6.33
T2394,A25,28-09-2025 08:43,5.25,7.88,Night,Medium,25.12,Storm,3,203,0.2583,0.98,Weather,8.86,5.83,8.44
T2395,A12,20-09-2025 12:20,17.21,25.82,Night,High,14.97,Rain,1,690,0.8137,16.77,Incident,42.59,24.11,24.59
T2396,A33,04-09-2025 14:36,12.49,18.74,Night,Medium,48.67,Storm,3,199,0.1212,3.33,No Delay,22.07,11.22,15.04
T2397,A26,08-09-2025 10:24,9.08,13.62,Evening Peak,Low,59.13,Clear,0,894,0,0.25,No Delay,13.87,1.25,15.71
T2398,A49,12-09-2025 07:02,29.83,44.74,Afternoon,High,9.43,Clear,0,997,0.8113,12.85,Incident,57.59,13.17,51.55
T2399,A28,23-09-2025 20:48,17.8,26.7,Afternoon,Medium,25.13,Clear,0,926,0.1799,11.37,Traffic,38.07,28.51,14.33
T2400,A9,03-09-2025 20:50,24.08,36.12,Afternoon,Low,31.76,Rain,1,478,0.3509,16.07,Weather,52.19,15.07,41.35
T2401,A37,07-09-2025 23:38,26.7,40.05,Night,High,15.07,Clear,0,885,1.1667,14.77,Incident,54.82,5.35,58.92
T2402,A29,22-09-2025 07:59,26.18,39.27,Morning Peak,High,18.1,Clear,0,922,0.3723,19.12,Traffic,58.39,41.29,22.05
T2403,A15,21-09-2025 19:35,14.45,21.67,Morning Peak,Medium,20.71,Clear,0,969,0.2692,9.83,Traffic,31.5,8.13,28.52
T2404,A37,02-09-2025 03:49,21.65,32.48,Night,Low,49.27,Clear,0,1017,0.0076,-0.81,No Delay,31.67,26.45,6.95
T2405,A6,24-09-2025 09:11,7.5,11.25,Night,Low,35.81,Clear,0,875,0,0.52,No Delay,11.77,9.83,8.65
T2406,A50,02-09-2025 03:15,16.4,24.6,Afternoon,Low,21.98,Fog,2,287,0.1814,5.42,Weather,30.02,22.01,13.15
T2407,A14,19-09-2025 04:58,13,19.5,Evening Peak,High,13.41,Fog,2,218,0.7613,8.46,Incident,27.96,3.64,26.79
T2408,A2,07-09-2025 15:54,11.73,17.59,Evening Peak,High,22.62,Clear,0,887,0.1946,8.99,Traffic,26.58,18.09,12.26
T2409,A36,03-09-2025 01:25,10.18,15.27,Afternoon,Low,38.63,Fog,2,206,0.3343,1.81,No Delay,17.08,14.75,7.3
T2410,A44,25-09-2025 16:35,24.28,36.42,Night,Low,41.9,Clear,0,843,0,-0.06,No Delay,36.36,9.1,33.11
T2411,A28,06-09-2025 13:35,29.98,44.97,Afternoon,High,10.61,Fog,2,288,0.8971,27.46,Incident,72.43,50.77,28.77
T2412,A23,27-09-2025 21:12,15.21,22.82,Evening Peak,Medium,21.01,Clear,0,851,0.2221,4.97,Traffic,27.79,24.4,9.49
T2413,A48,09-09-2025 02:35,17.95,26.92,Night,Low,69.19,Clear,0,1000,0.1277,0.5,No Delay,27.42,1.8,33.12
T2414,A27,08-09-2025 08:15,28.63,42.95,Evening Peak,Medium,36.74,Clear,0,894,0.2177,15.39,Traffic,58.34,29.68,33.1
T2415,A39,24-09-2025 08:58,9.67,14.5,Morning Peak,High,29.46,Rain,1,672,0,3.33,Traffic,17.83,14.77,6.95
T2416,A37,11-09-2025 16:50,7.08,10.62,Afternoon,Medium,69.09,Clear,0,797,0,-0.03,No Delay,10.59,5.61,11.61
T2417,A40,07-09-2025 04:24,12.35,18.52,Evening Peak,High,39.43,Rain,1,560,0,6.85,Traffic,25.37,19.9,11.62
T2418,A16,16-09-2025 19:06,29.6,44.4,Afternoon,High,16.83,Clear,0,986,0.7937,28.38,Incident,72.78,8.85,71.65
T2419,A44,30-09-2025 23:33,21.07,31.61,Night,High,29.34,Rain,1,432,0.1282,15.3,Traffic,46.91,22.08,24.5
T2420,A7,09-09-2025 10:13,13.01,19.52,Evening Peak,Low,32.51,Fog,2,233,0.5615,7.95,Weather,27.47,5.97,27.29
T2421,A48,22-09-2025 09:27,10.2,15.3,Afternoon,Medium,25.42,Fog,2,302,0.4542,5.74,Weather,21.04,5.6,20.23
T2422,A50,03-09-2025 07:53,11.09,16.63,Morning Peak,Low,37.84,Fog,2,293,0.267,7.47,Weather,24.1,10.91,18
T2423,A24,26-09-2025 09:15,28.72,43.08,Evening Peak,Low,22.88,Storm,3,175,0.3814,6.19,Weather,49.27,41.06,9.75
T2424,A45,14-09-2025 11:24,11.33,17,Evening Peak,High,24.06,Storm,3,271,1.186,8.48,Traffic,25.48,5.38,22.65
T2425,A11,09-09-2025 05:57,14.4,21.6,Evening Peak,Low,40.1,Fog,2,308,0.4678,9.5,Weather,31.1,17.18,22.18
T2426,A1,01-09-2025 13:14,23.82,35.73,Evening Peak,High,18.73,Clear,0,790,0.3315,15.3,Traffic,51.03,0.21,50.77
T2427,A29,02-09-2025 04:30,11.52,17.28,Morning Peak,High,38.1,Clear,0,897,0.2338,5.39,Traffic,22.67,16.25,8.6
T2428,A25,05-09-2025 06:04,3.48,5.22,Night,Low,45.28,Clear,0,860,0,0.3,Weather,5.52,0.78,7.97
T2429,A32,15-09-2025 21:06,15.7,23.55,Afternoon,High,17.39,Fog,2,236,1.3176,8.36,Incident,31.91,18.96,18.59
T2430,A21,28-09-2025 16:55,29.76,44.64,Night,Medium,43.24,Fog,2,210,0,10.92,Weather,55.56,32.18,28.33
T2431,A30,09-09-2025 01:11,29.66,44.49,Morning Peak,High,18.43,Fog,2,316,1.3078,18.36,Incident,62.85,14.68,53
T2432,A39,06-09-2025 00:17,20.59,30.89,Night,Low,33.26,Fog,2,235,0.627,6.04,Weather,36.93,15.39,25.77
T2433,A8,13-09-2025 02:40,6.93,10.39,Morning Peak,Low,52.97,Clear,0,1071,0.159,0.37,No Delay,10.76,1.43,13.04
T2434,A14,13-09-2025 22:10,26.37,39.55,Evening Peak,Medium,29.15,Clear,0,831,0.2285,9.33,Traffic,48.88,19.19,31.69
T2435,A10,12-09-2025 10:10,4.92,7.38,Morning Peak,Low,52.69,Clear,0,796,0.1293,-0.17,No Delay,7.21,0.32,14.56
T2436,A40,22-09-2025 20:48,29.64,44.46,Night,High,17.57,Rain,1,417,0.5604,23.8,Incident,68.26,6.28,64.48
T2437,A34,14-09-2025 13:04,10.72,16.08,Night,Medium,22.91,Clear,0,867,0.2164,6.32,Traffic,22.4,7.54,16.5
T2438,A45,04-09-2025 22:22,18.33,27.49,Night,Medium,26.82,Clear,0,888,0.1684,6,Traffic,33.49,2.63,35.78
T2439,A41,10-09-2025 21:44,7.05,10.57,Morning Peak,Low,47.84,Clear,0,765,0.1321,0.56,No Delay,11.13,1.64,17.33
T2440,A12,30-09-2025 10:30,8.34,12.51,Night,Low,44.13,Clear,0,843,0.0716,0.43,No Delay,12.94,6.12,13.03
T2441,A23,23-09-2025 18:32,21.8,32.7,Evening Peak,Medium,28.38,Clear,0,1015,0.3191,8.62,Incident,41.32,4.3,42.79
T2442,A29,03-09-2025 07:06,10.69,16.04,Evening Peak,High,24.64,Clear,0,984,0.1589,7.74,Traffic,23.78,12.84,16.29
T2443,A22,05-09-2025 15:22,20.07,30.11,Night,Medium,39.23,Storm,3,187,0.337,9.61,Weather,39.72,26.24,15.8
T2444,A2,14-09-2025 06:03,4.46,6.69,Night,Medium,36.08,Fog,2,254,0.1729,2.98,Weather,9.67,2.64,12.07
T2445,A1,14-09-2025 06:31,15.94,23.91,Night,High,6.77,Clear,0,824,0.628,8.74,Incident,32.65,24.51,12.12
T2446,A29,24-09-2025 18:41,6.17,9.25,Afternoon,High,33.74,Clear,0,859,0.7611,3.54,Incident,12.79,2.11,17.61
T2447,A23,07-09-2025 15:35,11.36,17.04,Morning Peak,High,26.62,Fog,2,316,0.3913,7.08,Traffic,24.12,1.99,27.33
T2448,A46,30-09-2025 07:36,4.06,6.09,Morning Peak,Low,45.94,Clear,0,869,0.0061,0.01,Weather,6.1,0.61,8
T2449,A24,24-09-2025 04:52,17.58,26.37,Afternoon,Low,45.97,Clear,0,1032,0,0.85,No Delay,27.22,7.63,29.93
T2450,A20,02-09-2025 23:49,15.31,22.97,Afternoon,Low,54.8,Clear,0,845,0,0.77,No Delay,23.74,4.77,22.06
T2451,A27,08-09-2025 10:43,22.98,34.47,Evening Peak,High,19.45,Rain,1,621,0.2203,8.14,Traffic,42.61,17.57,32.61
T2452,A41,02-09-2025 03:44,22.25,33.38,Morning Peak,Low,25.84,Storm,3,183,0.2338,3.52,Weather,36.9,17.3,22.29
T2453,A17,25-09-2025 20:41,2.09,3.13,Night,Medium,42.57,Clear,0,813,0,0.03,No Delay,3.16,1.44,4
T2454,A26,10-09-2025 20:54,15.8,23.7,Morning Peak,Low,42.31,Clear,0,1062,0.2291,0.17,No Delay,23.87,16.63,14.72
T2455,A9,14-09-2025 01:02,27.49,41.23,Night,Low,52.42,Clear,0,875,0.0651,-1.41,No Delay,39.82,24.9,20.94
T2456,A29,29-09-2025 00:30,6.79,10.19,Evening Peak,Medium,25.89,Clear,0,831,0.1267,3.02,Traffic,13.21,4.32,12.78
T2457,A40,19-09-2025 14:36,9.32,13.98,Evening Peak,Medium,26.92,Clear,0,1035,0.5237,6.5,Traffic,20.48,12.41,14.33
T2458,A31,26-09-2025 23:12,26.09,39.13,Afternoon,Low,33.43,Clear,0,952,0,-0.13,No Delay,39,1.49,38.63
T2459,A5,19-09-2025 18:05,12.45,18.67,Evening Peak,Medium,30.22,Storm,3,94,0.877,5.65,Weather,24.32,8.97,17.43
T2460,A12,16-09-2025 20:26,15.44,23.16,Evening Peak,Low,57.7,Clear,0,948,0.08,0.97,No Delay,24.13,16.39,10.24
T2461,A21,20-09-2025 06:28,7.93,11.89,Morning Peak,High,17.18,Fog,2,264,0.5935,5.42,Incident,17.31,7.22,15.61
T2462,A6,17-09-2025 17:25,27.84,41.76,Evening Peak,High,22.12,Clear,0,1037,0.2001,9.34,Traffic,51.1,32.5,23.83
T2463,A28,14-09-2025 11:49,3.56,5.34,Morning Peak,High,17.6,Rain,1,541,1.0462,1.92,Incident,7.26,1.52,11.07
T2464,A18,01-09-2025 13:54,24.39,36.59,Morning Peak,High,28.32,Clear,0,871,0.2535,17.49,Traffic,54.08,42.08,15.84
T2465,A12,13-09-2025 23:43,29.3,43.95,Night,Low,47.01,Clear,0,900,0,1.08,No Delay,45.03,38.02,10.29
T2466,A39,20-09-2025 22:49,3.51,5.26,Morning Peak,Medium,20.6,Fog,2,303,0.9595,1.87,Incident,7.13,4.43,7.43
T2467,A18,28-09-2025 00:25,26.41,39.62,Night,High,28.71,Clear,0,966,0.1809,16.3,Traffic,55.92,16.84,49.53
T2468,A45,08-09-2025 07:48,9.98,14.97,Evening Peak,High,14.77,Clear,0,984,0.9871,8.33,Incident,23.3,13.78,16.28
T2469,A48,09-09-2025 08:35,28.44,42.66,Night,Low,27.94,Fog,2,329,0.3487,19.05,Weather,61.71,15.76,46.46
T2470,A31,22-09-2025 04:02,21.28,31.92,Night,Low,39.4,Fog,2,197,0.2905,4.15,Weather,36.07,0.32,39.28
T2471,A37,28-09-2025 10:38,17.53,26.3,Morning Peak,High,9.93,Clear,0,786,0.8113,14.48,Incident,40.78,23.95,18.19
T2472,A13,15-09-2025 19:24,2.94,4.41,Afternoon,Low,31.83,Clear,0,776,0.1182,-0.1,No Delay,4.31,0.7,10.05
T2473,A47,08-09-2025 09:33,8.22,12.33,Afternoon,Medium,17.14,Rain,1,491,0.6567,5.14,Incident,17.47,6.82,12.54
T2474,A17,13-09-2025 19:36,6.33,9.5,Afternoon,Low,25,Rain,1,689,0.0336,3.75,Weather,13.25,6.15,9.71
T2475,A28,20-09-2025 00:18,15.83,23.75,Morning Peak,High,5,Fog,2,348,0.6733,10.26,Incident,34.01,0.57,39.35
T2476,A4,12-09-2025 00:18,10.02,15.03,Night,Low,33.47,Storm,3,130,0.1459,6.01,Weather,21.04,12.05,11.3
T2477,A30,22-09-2025 16:40,8.39,12.59,Evening Peak,High,8.86,Rain,1,600,1.3366,7.23,Incident,19.82,15.34,9.32
T2478,A31,26-09-2025 15:32,19.59,29.39,Afternoon,Low,54.15,Clear,0,960,0,1.23,No Delay,30.62,18.77,15.13
T2479,A7,24-09-2025 03:30,27.58,41.37,Afternoon,Low,40.98,Rain,1,670,0.0572,4.66,Weather,46.03,7.19,42.79
T2480,A49,06-09-2025 14:24,4.91,7.37,Evening Peak,High,11.24,Rain,1,457,0.7956,3.28,Incident,10.65,7.3,7.48
T2481,A2,29-09-2025 22:25,2.21,3.31,Afternoon,Low,32.83,Fog,2,318,0.5044,0.45,Weather,3.76,0.26,6.15
T2482,A23,26-09-2025 20:41,3.59,5.38,Evening Peak,Medium,35.92,Rain,1,491,0.2762,1.92,Traffic,7.3,5.36,5.14
T2483,A26,03-09-2025 22:44,16.31,24.46,Night,High,36.39,Storm,3,206,0.0588,5.75,Weather,30.21,5.21,27.71
T2484,A12,02-09-2025 15:17,7.16,10.74,Morning Peak,High,28.01,Rain,1,592,0.1555,4.36,Incident,15.1,8.44,10.17
T2485,A29,26-09-2025 07:02,13.87,20.8,Afternoon,Low,43.06,Clear,0,904,0.0312,1.16,No Delay,21.96,8.22,17.89
T2486,A15,21-09-2025 19:19,14.61,21.91,Afternoon,High,23.99,Rain,1,521,0.2671,5.62,Traffic,27.53,20.25,12.24
T2487,A8,16-09-2025 15:48,23.33,34.99,Morning Peak,High,31.92,Rain,1,415,0.2435,11.47,Traffic,46.46,41.54,8.1
T2488,A15,19-09-2025 18:47,17.92,26.88,Night,Medium,31.39,Fog,2,295,0.3067,9.21,Weather,36.09,17.4,25.05
T2489,A14,08-09-2025 20:46,24.33,36.49,Evening Peak,High,27.18,Rain,1,459,0.0019,8.39,Traffic,44.88,23.63,23.75
T2490,A24,28-09-2025 08:01,4.12,6.18,Afternoon,Low,38.15,Clear,0,854,0.0029,-0.21,No Delay,5.97,1.49,7.21
T2491,A4,15-09-2025 08:01,2.95,4.43,Night,Low,35.21,Clear,0,949,0,-0.04,No Delay,4.39,2.72,6.3
T2492,A28,25-09-2025 14:29,3.58,5.37,Afternoon,Low,48.86,Clear,0,823,0,0.25,No Delay,5.62,2.72,7.45
T2493,A46,29-09-2025 03:30,22.82,34.23,Evening Peak,Medium,21.72,Fog,2,294,0.4224,5.18,Weather,39.41,35.36,11.86
T2494,A24,14-09-2025 21:09,28.64,42.96,Afternoon,Medium,26.72,Clear,0,942,1.0953,17.83,Incident,60.79,44.67,17.78
T2495,A3,16-09-2025 23:33,6.38,9.57,Evening Peak,High,26.77,Clear,0,869,0.1432,1.81,Traffic,11.38,3.28,13.51
T2496,A15,03-09-2025 14:35,9.68,14.52,Afternoon,High,24.98,Clear,0,899,0.1974,5.8,Traffic,20.32,10.17,11.73
T2497,A27,12-09-2025 12:04,15.86,23.79,Evening Peak,Medium,45.86,Rain,1,654,0.388,9.94,Weather,33.73,8.94,33.06
T2498,A5,14-09-2025 12:22,7.32,10.98,Evening Peak,Medium,26.84,Storm,3,116,0.4743,4.26,Weather,15.24,10.63,11.56
T2499,A47,22-09-2025 19:05,23.14,34.71,Morning Peak,High,11.31,Clear,0,961,0.9618,16.72,Incident,51.43,0.69,58.52
T2500,A19,17-09-2025 17:41,8.38,12.57,Evening Peak,Medium,35.87,Fog,2,334,0.3897,3.51,Weather,16.08,8.44,14.29
T2501,A45,07-09-2025 02:55,15.97,23.95,Afternoon,Medium,34.23,Rain,1,426,0.2251,4.45,Traffic,28.4,22.34,9.11
T2502,A45,24-09-2025 11:07,23.4,35.1,Morning Peak,High,16.89,Clear,0,823,0.2951,9.68,Traffic,44.78,20.18,26.94
T2503,A1,06-09-2025 22:36,20.5,30.75,Afternoon,Low,46.22,Clear,0,943,0.1716,1.04,No Delay,31.79,8.63,29.9
T2504,A4,15-09-2025 20:37,21.76,32.64,Evening Peak,High,19.66,Clear,0,740,1.0589,12.39,Incident,45.03,24.58,25.26
T2505,A14,01-09-2025 04:04,18.54,27.81,Afternoon,Low,29.7,Fog,2,297,0.2908,5.49,Weather,33.3,25.97,14.18
T2506,A17,13-09-2025 13:02,3.1,4.65,Afternoon,Low,35.05,Clear,0,885,0.2129,0.07,No Delay,4.72,3.23,6.25
T2507,A46,08-09-2025 09:20,8.84,13.26,Afternoon,High,11.84,Clear,0,974,0.7043,6.73,Incident,19.99,12.52,12.16
T2508,A27,10-09-2025 21:30,24.4,36.6,Evening Peak,Low,53.48,Clear,0,832,0.1444,-1.12,No Delay,35.48,7.54,34.06
T2509,A28,24-09-2025 18:00,8.26,12.39,Night,Medium,27.82,Fog,2,240,0.375,2.75,Weather,15.14,4.09,15.22
T2510,A25,11-09-2025 17:47,27.27,40.91,Morning Peak,Low,22.66,Fog,2,297,0.4182,13.08,Weather,53.99,43.19,16.8
T2511,A26,22-09-2025 14:00,9.55,14.33,Afternoon,Medium,21.43,Clear,0,969,0.3649,6.42,Traffic,20.75,3.59,24.46
T2512,A6,28-09-2025 04:58,17.85,26.78,Night,High,29.81,Storm,3,155,0.2477,4.23,Weather,31.01,20.63,12.1
T2513,A23,08-09-2025 06:08,3.66,5.49,Morning Peak,Medium,21.87,Clear,0,967,0.1583,2.49,Traffic,7.98,4.06,10.1
T2514,A21,04-09-2025 03:10,10.81,16.21,Night,Medium,41.56,Rain,1,546,0.556,2.14,Weather,18.35,3.19,22.95
T2515,A9,28-09-2025 16:13,8.22,12.33,Night,Low,45.2,Clear,0,895,0,-0.17,No Delay,12.16,1.96,15.05
T2516,A26,20-09-2025 12:39,13.3,19.95,Night,Medium,48.86,Fog,2,153,0.1185,2.68,Weather,22.63,18.31,10.15
T2517,A35,11-09-2025 03:01,24.88,37.32,Morning Peak,High,19.71,Clear,0,807,1.0552,24.18,Incident,61.5,18.8,47.65
